ID, administrator
name, administrator
ID, 109
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-03T16:03:31.172
endDateTime, 2020-09-03T16:04:09.140
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 37.9684
ModuleTime, 37.9684
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
110, Load Bio Rad DLL, 2020-09-03T16:03:31.224, 2020-09-03T16:03:31.225, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011999, 0.0011999, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
111, Put UUT, 2020-09-03T16:03:31.261, 2020-09-03T16:03:35.706, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.44516, 4.44516, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
112, DC Power On, 2020-09-03T16:03:35.708, 2020-09-03T16:03:36.029, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.321133, 0.321133, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
113, AC Power On, 2020-09-03T16:03:36.031, 2020-09-03T16:03:37.852, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.82091, 1.82091, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
114, Find Attached Devices, 2020-09-03T16:03:37.855, 2020-09-03T16:03:52.863, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0074, 15.0074, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
115, 12.8V No Load Test, 2020-09-03T16:03:52.867, 2020-09-03T16:03:54.099, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.23265, 1.23265, Passed, Numeric, 12.8458802, AND, LimitPair, N.A, volt, 12.16, 13.44, 
116, 12.8V Load 30W, 2020-09-03T16:03:54.101, 2020-09-03T16:03:55.288, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.18701, 1.18701, Passed, Numeric, 12.5725338, AND, LimitPair, N.A, volt, 12.16, 13.44, 
117, 5V No Load Test, 2020-09-03T16:03:55.292, 2020-09-03T16:03:56.009, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.717571, 0.717571, Passed, Numeric, 5.05303384, AND, LimitPair, N.A, volt, 4.75, 5.25, 
118, 5V 600mA Load, 2020-09-03T16:03:56.011, 2020-09-03T16:03:57.288, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27698, 1.27698, Passed, Numeric, 4.99163419, AND, LimitPair, N.A, volt, 4.75, 5.25, 
119, 3.3V Voltage Check, 2020-09-03T16:03:57.292, 2020-09-03T16:03:58.010, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.718452, 0.718452, Passed, Numeric, 3.31084038, AND, LimitPair, N.A, volt, 2.85, 3.45, 
120, Battery Voltage Check, 2020-09-03T16:03:58.014, 2020-09-03T16:03:58.738, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.723711, 0.723711, Passed, Numeric, 3.1547756, AND, LimitPair, N.A, volt, 2.85, 3.45, 
121, Wait 10, 2020-09-03T16:03:58.739, 2020-09-03T16:04:06.559, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 7.82, 7.82, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
122, Power Off, 2020-09-03T16:04:06.559, 2020-09-03T16:04:08.357, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.79808, 1.79808, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
123, DC Power Off, 2020-09-03T16:04:08.357, 2020-09-03T16:04:08.679, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.321467, 0.321467, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
124, Wait 10, 2020-09-03T16:04:08.679, 2020-09-03T16:04:09.130, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 0.451433, 0.451433, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
