ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T21:23:55.454
endDateTime, 2021-06-22T21:25:03.633
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 68.1799
ModuleTime, 68.1799
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-06-22T21:23:55.615, 2021-06-22T21:23:55.824, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.209449, 0.209449, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-06-22T21:23:55.832, 2021-06-22T21:23:58.203, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.37079, 2.37079, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-06-22T21:23:58.209, 2021-06-22T21:23:58.624, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.415641, 0.415641, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-06-22T21:23:58.675, 2021-06-22T21:24:00.604, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.92888, 1.92888, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-06-22T21:24:00.608, 2021-06-22T21:24:36.721, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 36.1127, 36.1127, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-06-22T21:24:36.725, 2021-06-22T21:24:38.665, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.94025, Failed, Numeric, 11.0752445, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-06-22T21:24:38.666, 2021-06-22T21:24:39.924, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.25781, 1.25781, Failed, Numeric, 7.18253707, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-06-22T21:24:39.928, 2021-06-22T21:24:40.661, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.733234, 0.733234, Passed, Numeric, 5.05925284, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-06-22T21:24:40.662, 2021-06-22T21:24:41.924, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26154, 1.26154, Passed, Numeric, 5.03167336, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-06-22T21:24:41.928, 2021-06-22T21:24:42.653, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.725398, 0.725398, Passed, Numeric, 3.31395392, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2021-06-22T21:24:42.657, 2021-06-22T21:24:43.387, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.730629, 0.730629, Passed, Numeric, 3.22836885, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2021-06-22T21:24:43.388, 2021-06-22T21:24:46.332, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 2.94406, 2.94406, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Power Off, 2021-06-22T21:24:46.333, 2021-06-22T21:24:48.291, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.95868, 1.95868, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, DC Power Off, 2021-06-22T21:24:48.291, 2021-06-22T21:24:48.625, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.333905, 0.333905, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, Wait 10, 2021-06-22T21:24:48.625, 2021-06-22T21:25:03.626, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0003, 15.0003, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
