ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-10T12:09:47.816
endDateTime, 2021-03-10T12:10:41.333
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 53.5171
ModuleTime, 53.5171
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-03-10T12:09:48.025, 2021-03-10T12:09:48.180, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.155905, 0.155905, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-03-10T12:09:48.191, 2021-03-10T12:10:01.667, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 13.4756, 13.4756, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-03-10T12:10:01.674, 2021-03-10T12:10:02.117, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.443559, 0.443559, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-03-10T12:10:02.120, 2021-03-10T12:10:03.742, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.6212, 1.6212, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-03-10T12:10:03.750, 2021-03-10T12:10:20.072, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.3221, 16.3221, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-03-10T12:10:20.176, 2021-03-10T12:10:22.153, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.97732, 1.97732, Passed, Numeric, 12.7686154, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-03-10T12:10:22.157, 2021-03-10T12:10:23.673, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.51567, 1.51567, Passed, Numeric, 12.5480554, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-03-10T12:10:23.682, 2021-03-10T12:10:24.407, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.725409, 0.725409, Passed, Numeric, 5.04570143, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-03-10T12:10:24.411, 2021-03-10T12:10:25.672, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.2603, 1.2603, Passed, Numeric, 5.00230472, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-03-10T12:10:25.681, 2021-03-10T12:10:26.414, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, true, 12, 0.733204, Failed, Numeric, -0.0168157582, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2021-03-10T12:10:26.888, 2021-03-10T12:10:27.601, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.712216, 0.712216, Passed, Numeric, 3.20995019, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2021-03-10T12:10:27.604, 2021-03-10T12:10:33.921, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 6.31727, 6.31727, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Power Off, 2021-03-10T12:10:33.921, 2021-03-10T12:10:35.847, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.92575, 1.92575, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, DC Power Off, 2021-03-10T12:10:35.847, 2021-03-10T12:10:36.204, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.357107, 0.357107, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, Wait 10, 2021-03-10T12:10:36.204, 2021-03-10T12:10:41.318, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 5.11323, 5.11323, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
