ID, administrator
name, administrator
ID, 310
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-28T21:10:48.351
endDateTime, 2021-06-28T21:11:33.077
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 44.7266
ModuleTime, 44.7266
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
311, Load Bio Rad DLL, 2021-06-28T21:10:48.396, 2021-06-28T21:10:48.397, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010561, 0.0010561, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
312, Put UUT, 2021-06-28T21:10:48.422, 2021-06-28T21:10:49.042, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.620247, 0.620247, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
313, DC Power On, 2021-06-28T21:10:49.043, 2021-06-28T21:10:49.394, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.350141, 0.350141, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
314, AC Power On, 2021-06-28T21:10:49.395, 2021-06-28T21:10:51.319, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.92406, 1.92406, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
315, Find Attached Devices, 2021-06-28T21:10:51.325, 2021-06-28T21:11:06.358, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0326, 15.0326, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
316, 12.8V No Load Test, 2021-06-28T21:11:06.361, 2021-06-28T21:11:08.058, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.69751, Failed, Numeric, 8.29102346, AND, LimitPair, N.A, volt, 12.16, 13.44, 
317, 12.8V Load 30W, 2021-06-28T21:11:08.059, 2021-06-28T21:11:09.611, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.55238, 1.55238, Failed, Numeric, 9.48804606, AND, LimitPair, N.A, volt, 12.16, 13.44, 
318, 5V No Load Test, 2021-06-28T21:11:09.618, 2021-06-28T21:11:10.349, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.73105, 0.73105, Passed, Numeric, 5.05741085, AND, LimitPair, N.A, volt, 4.75, 5.25, 
319, 5V 600mA Load, 2021-06-28T21:11:10.351, 2021-06-28T21:11:11.610, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25928, 1.25928, Passed, Numeric, 5.06296033, AND, LimitPair, N.A, volt, 4.75, 5.25, 
320, 3.3V Voltage Check, 2021-06-28T21:11:11.617, 2021-06-28T21:11:12.361, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.74384, 0.74384, Passed, Numeric, 3.31371094, AND, LimitPair, N.A, volt, 2.85, 3.45, 
321, Battery Voltage Check, 2021-06-28T21:11:12.364, 2021-06-28T21:11:13.111, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.746584, 0.746584, Passed, Numeric, 3.24938556, AND, LimitPair, N.A, volt, 2.85, 3.45, 
322, Wait 10, 2021-06-28T21:11:13.113, 2021-06-28T21:11:15.705, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 2.59247, 2.59247, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
323, Power Off, 2021-06-28T21:11:15.705, 2021-06-28T21:11:17.700, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.99516, 1.99516, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
324, DC Power Off, 2021-06-28T21:11:17.701, 2021-06-28T21:11:18.062, ID#:uHxAHNpOc02A2ZVKR0dFLB, Test, Action, Cleanup, 0, 1, 0.361871, 0.361871, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
325, Wait 10, 2021-06-28T21:11:18.062, 2021-06-28T21:11:33.063, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0003, 15.0003, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
