ID, administrator
name, administrator
ID, 1401
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-05T09:22:42.873
endDateTime, 2021-07-05T09:30:00.992
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 438.119
ModuleTime, 438.119
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
1402, Load Bio Rad DLL, 2021-07-05T09:22:42.915, 2021-07-05T09:22:42.916, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0009588, 0.0009588, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1403, Put UUT, 2021-07-05T09:22:42.947, 2021-07-05T09:22:45.122, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.17545, 2.17545, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1404, DC Power On, 2021-07-05T09:22:45.125, 2021-07-05T09:22:45.556, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.430797, 0.430797, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1405, AC Power On, 2021-07-05T09:22:45.557, 2021-07-05T09:22:47.540, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.98262, 1.98262, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1406, Find Attached Devices, 2021-07-05T09:22:47.546, 2021-07-05T09:23:22.635, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0889, 35.0889, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
1407, 12.8V No Load Test, 2021-07-05T09:23:22.641, 2021-07-05T09:23:24.398, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.75635, 1.75635, Passed, Numeric, 12.7394387, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1408, 12.8V Load 30W, 2021-07-05T09:23:24.400, 2021-07-05T09:23:25.660, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.26075, 1.26075, Passed, Numeric, 12.4546451, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1409, 5V No Load Test, 2021-07-05T09:23:25.667, 2021-07-05T09:23:26.402, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.735566, 0.735566, Passed, Numeric, 5.08840908, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1410, 5V 600mA Load, 2021-07-05T09:23:26.404, 2021-07-05T09:23:27.660, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25599, 1.25599, Passed, Numeric, 5.09793129, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1411, 3.3V Voltage Check, 2021-07-05T09:23:27.667, 2021-07-05T09:23:28.412, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.745182, 0.745182, Passed, Numeric, 3.31734584, AND, LimitPair, N.A, volt, 2.85, 3.45, 
1412, Battery Voltage Check, 2021-07-05T09:23:28.418, 2021-07-05T09:23:29.157, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.738619, 0.738619, Passed, Numeric, 3.21689661, AND, LimitPair, N.A, volt, 2.85, 3.45, 
1413, Wait 10, 2021-07-05T09:23:29.159, 2021-07-05T09:23:39.159, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1414, Remote Command Set, 2021-07-05T09:23:39.161, 2021-07-05T09:24:47.265, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.1044, 68.1044, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1415, Initialize SRAM and HC12, 2021-07-05T09:24:47.266, 2021-07-05T09:24:56.751, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.4855, 9.4855, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1416, I2C Read Write Test, 2021-07-05T09:24:56.758, 2021-07-05T09:24:59.687, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.92931, 2.92931, Passed, Alpha VCC, 5.089186464, N.A, N.A, N.A, N.A, N.A, N.A, 
1417, Get VCC Sensor Value, 2021-07-05T09:24:59.689, 2021-07-05T09:24:59.700, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0114253, 0.0114253, Passed, Numeric, 4.9776, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1418, Get 15V Sensor Value, 2021-07-05T09:24:59.702, 2021-07-05T09:24:59.713, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0111553, 0.0111553, Passed, Numeric, 13.00656, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1419, Get Power Sensor Value, 2021-07-05T09:24:59.715, 2021-07-05T09:24:59.726, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0111915, 0.0111915, Passed, Numeric, 39.2368, AND, LimitPair, N.A, volt, 38, 42, 
1420, Lid Left Sensor Test, 2021-07-05T09:24:59.728, 2021-07-05T09:24:59.740, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0122228, 0.0122228, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
1421, Lid Right Sensor Test, 2021-07-05T09:24:59.742, 2021-07-05T09:24:59.753, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0110597, 0.0110597, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
1422, HS Left Sensor Test, 2021-07-05T09:24:59.755, 2021-07-05T09:24:59.766, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0110471, 0.0110471, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
1423, HS Right Sensor Test, 2021-07-05T09:24:59.767, 2021-07-05T09:24:59.780, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0122154, 0.0122154, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
1424, Get Amp2 Sensor Value, 2021-07-05T09:24:59.781, 2021-07-05T09:24:59.792, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0109547, 0.0109547, Passed, Numeric, 23, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
1425, Get Amp Sensor Value, 2021-07-05T09:24:59.794, 2021-07-05T09:24:59.805, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0110456, 0.0110456, Passed, Numeric, 22.5, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
