ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T20:57:21.618
endDateTime, 2021-06-22T20:59:42.841
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 141.223
ModuleTime, 141.223
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-06-22T20:57:21.739, 2021-06-22T20:57:21.839, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0999252, 0.0999252, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-06-22T20:57:21.847, 2021-06-22T20:57:22.858, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.01169, 1.01169, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-06-22T20:57:22.863, 2021-06-22T20:57:23.233, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.369395, 0.369395, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-06-22T20:57:23.234, 2021-06-22T20:57:24.973, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.73878, 1.73878, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-06-22T20:57:24.979, 2021-06-22T20:58:01.102, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 36.1234, 36.1234, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-06-22T20:58:01.109, 2021-06-22T20:58:03.001, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.89233, Failed, Numeric, 4.59399005, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-06-22T20:58:03.003, 2021-06-22T20:58:04.157, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.15389, 1.15389, Failed, Numeric, 5.26927659, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-06-22T20:58:04.163, 2021-06-22T20:58:04.903, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.739337, 0.739337, Passed, Numeric, 5.10576214, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-06-22T20:58:04.905, 2021-06-22T20:58:06.157, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25211, 1.25211, Passed, Numeric, 5.0421158, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-06-22T20:58:06.163, 2021-06-22T20:58:06.918, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.75496, 0.75496, Passed, Numeric, 3.27967545, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2021-06-22T20:58:06.924, 2021-06-22T20:58:07.690, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.765745, 0.765745, Passed, Numeric, 3.2257351, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2021-06-22T20:58:07.692, 2021-06-22T20:58:17.693, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0014, 10.0014, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Remote Command Set, 2021-06-22T20:58:17.695, 2021-06-22T20:59:25.549, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.8542, 67.8542, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, Power Off, 2021-06-22T20:59:25.549, 2021-06-22T20:59:27.523, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 1.97386, 1.97386, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, DC Power Off, 2021-06-22T20:59:27.523, 2021-06-22T20:59:27.825, ID#:uHxAHNpOc02A2ZVKR0dFLB, Test, Action, Cleanup, 0, 1, 0.301618, 0.301618, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
19, Wait 10, 2021-06-22T20:59:27.825, 2021-06-22T20:59:42.826, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0006, 15.0006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
