ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-13T09:55:04.259
endDateTime, 2022-04-13T09:58:55.337
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 231.078
ModuleTime, 231.078
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2022-04-13T09:55:04.360, 2022-04-13T09:55:38.268, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.9081, 33.9081, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2022-04-13T09:55:38.275, 2022-04-13T09:55:39.885, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.61026, 1.61026, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2022-04-13T09:55:39.892, 2022-04-13T09:55:40.337, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.444433, 0.444433, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2022-04-13T09:55:40.338, 2022-04-13T09:55:42.018, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.68006, 1.68006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2022-04-13T09:55:42.024, 2022-04-13T09:55:59.162, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.1381, 17.1381, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2022-04-13T09:55:59.167, 2022-04-13T09:56:01.228, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 2.06116, 2.06116, Passed, Numeric, 12.7647579, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2022-04-13T09:56:01.230, 2022-04-13T09:56:02.370, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.13955, 1.13955, Passed, Numeric, 12.6229894, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2022-04-13T09:56:02.376, 2022-04-13T09:56:03.126, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.749632, 0.749632, Passed, Numeric, 5.09055595, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2022-04-13T09:56:03.128, 2022-04-13T09:56:04.370, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24183, 1.24183, Passed, Numeric, 5.06908469, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2022-04-13T09:56:04.376, 2022-04-13T09:56:05.123, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.746527, 0.746527, Passed, Numeric, 3.33168137, AND, LimitPair, N.A, volt, 2.85, 3.45, 
