ID, administrator
name, administrator
ID, 113
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-05-28T11:57:48.403
endDateTime, 2021-05-28T11:59:44.723
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 116.32
ModuleTime, 116.32
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
114, Load Bio Rad DLL, 2021-05-28T11:57:48.450, 2021-05-28T11:57:48.451, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0009787, 0.0009787, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
115, Put UUT, 2021-05-28T11:57:48.474, 2021-05-28T11:57:51.750, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.27607, 3.27607, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
116, DC Power On, 2021-05-28T11:57:51.757, 2021-05-28T11:57:52.105, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.348331, 0.348331, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
117, AC Power On, 2021-05-28T11:57:52.107, 2021-05-28T11:57:53.952, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.84497, 1.84497, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
118, Find Attached Devices, 2021-05-28T11:57:53.957, 2021-05-28T11:58:12.391, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 18.434, 18.434, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
119, 12.8V No Load Test, 2021-05-28T11:58:12.397, 2021-05-28T11:58:14.144, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.74707, 1.74707, Passed, Numeric, 12.8181162, AND, LimitPair, N.A, volt, 12.16, 13.44, 
120, 12.8V Load 30W, 2021-05-28T11:58:14.146, 2021-05-28T11:58:15.706, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.56018, 1.56018, Passed, Numeric, 12.6021327, AND, LimitPair, N.A, volt, 12.16, 13.44, 
121, 5V No Load Test, 2021-05-28T11:58:15.713, 2021-05-28T11:58:16.457, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.744767, 0.744767, Passed, Numeric, 5.10410745, AND, LimitPair, N.A, volt, 4.75, 5.25, 
122, 5V 600mA Load, 2021-05-28T11:58:16.459, 2021-05-28T11:58:17.706, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24718, 1.24718, Passed, Numeric, 5.0343408, AND, LimitPair, N.A, volt, 4.75, 5.25, 
123, 3.3V Voltage Check, 2021-05-28T11:58:17.712, 2021-05-28T11:58:18.443, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, true, 12, 0.730112, Failed, Numeric, 3.76880987, AND, LimitPair, N.A, volt, 2.85, 3.45, 
124, Battery Voltage Check, 2021-05-28T11:58:18.449, 2021-05-28T11:58:19.191, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.742922, 0.742922, Passed, Numeric, 3.22730958, AND, LimitPair, N.A, volt, 2.85, 3.45, 
125, Wait 10, 2021-05-28T11:58:19.193, 2021-05-28T11:58:29.194, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0007, 10.0007, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
126, Remote Command Set, 2021-05-28T11:58:29.196, 2021-05-28T11:59:37.469, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.2722, 68.2722, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
127, Power Off, 2021-05-28T11:59:37.469, 2021-05-28T11:59:39.432, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.96272, 1.96272, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
128, DC Power Off, 2021-05-28T11:59:39.432, 2021-05-28T11:59:39.749, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.317805, 0.317805, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
129, Wait 10, 2021-05-28T11:59:39.749, 2021-05-28T11:59:44.713, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 4.96358, 4.96358, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
