ID, administrator
name, administrator
ID, 102
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-02-22T03:25:05.027
endDateTime, 2022-02-22T03:27:05.469
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 120.443
ModuleTime, 120.443
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
103, Load Bio Rad DLL, 2022-02-22T03:25:05.069, 2022-02-22T03:25:05.070, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010816, 0.0010816, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
104, Put UUT, 2022-02-22T03:25:05.090, 2022-02-22T03:25:07.738, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.64848, 2.64848, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
105, DC Power On, 2022-02-22T03:25:07.739, 2022-02-22T03:25:08.061, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.321918, 0.321918, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
106, AC Power On, 2022-02-22T03:25:08.063, 2022-02-22T03:25:10.048, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.9852, 1.9852, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
107, Find Attached Devices, 2022-02-22T03:25:10.054, 2022-02-22T03:25:27.217, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.1633, 17.1633, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
108, 12.8V No Load Test, 2022-02-22T03:25:27.220, 2022-02-22T03:25:28.889, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.66864, 1.66864, Passed, Numeric, 12.8672968, AND, LimitPair, N.A, volt, 12.16, 13.44, 
109, 12.8V Load 30W, 2022-02-22T03:25:28.891, 2022-02-22T03:25:30.039, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.14802, 1.14802, Passed, Numeric, 12.7261124, AND, LimitPair, N.A, volt, 12.16, 13.44, 
110, 5V No Load Test, 2022-02-22T03:25:30.045, 2022-02-22T03:25:30.779, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.73375, 0.73375, Passed, Numeric, 5.05066954, AND, LimitPair, N.A, volt, 4.75, 5.25, 
111, 5V 600mA Load, 2022-02-22T03:25:30.781, 2022-02-22T03:25:32.037, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25613, 1.25613, Passed, Numeric, 5.0928033, AND, LimitPair, N.A, volt, 4.75, 5.25, 
112, 3.3V Voltage Check, 2022-02-22T03:25:32.043, 2022-02-22T03:25:32.792, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.748254, 0.748254, Passed, Numeric, 3.31653213, AND, LimitPair, N.A, volt, 2.85, 3.45, 
113, Battery Voltage Check, 2022-02-22T03:25:32.802, 2022-02-22T03:25:33.550, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.747528, 0.747528, Passed, Numeric, 3.22152001, AND, LimitPair, N.A, volt, 2.85, 3.45, 
114, Wait 10, 2022-02-22T03:25:33.552, 2022-02-22T03:25:43.552, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
115, Remote Command Set, 2022-02-22T03:25:43.554, 2022-02-22T03:26:51.622, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, true, 16, 68.0685, Failed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
116, Initialize SRAM and HC12, 2022-02-22T03:26:51.623, 2022-02-22T03:27:01.111, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48829, 9.48829, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
117, Power Off, 2022-02-22T03:27:01.112, 2022-02-22T03:27:03.013, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 1.90178, 1.90178, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
118, DC Power Off, 2022-02-22T03:27:03.013, 2022-02-22T03:27:03.358, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.344581, 0.344581, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
119, Wait 10, 2022-02-22T03:27:03.358, 2022-02-22T03:27:05.463, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 2.105, 2.105, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
