ID, administrator
name, administrator
ID, 2036
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-27T06:08:55.693
endDateTime, 2021-03-27T06:15:54.627
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 418.934
ModuleTime, 418.934
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
2037, Load Bio Rad DLL, 2021-03-27T06:08:55.741, 2021-03-27T06:08:55.742, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011981, 0.0011981, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2038, Put UUT, 2021-03-27T06:08:55.768, 2021-03-27T06:08:57.365, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.59661, 1.59661, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2039, DC Power On, 2021-03-27T06:08:57.381, 2021-03-27T06:08:57.746, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.36527, 0.36527, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2040, AC Power On, 2021-03-27T06:08:57.749, 2021-03-27T06:08:59.556, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.80664, 1.80664, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2041, Find Attached Devices, 2021-03-27T06:08:59.566, 2021-03-27T06:09:14.600, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0337, 15.0337, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
2042, 12.8V No Load Test, 2021-03-27T06:09:14.604, 2021-03-27T06:09:16.306, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.70163, 1.70163, Passed, Numeric, 12.7879079, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2043, 12.8V Load 30W, 2021-03-27T06:09:16.308, 2021-03-27T06:09:17.675, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.36729, 1.36729, Passed, Numeric, 12.4746495, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2044, 5V No Load Test, 2021-03-27T06:09:17.684, 2021-03-27T06:09:18.411, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.726942, 0.726942, Passed, Numeric, 5.10467752, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2045, 5V 600mA Load, 2021-03-27T06:09:18.414, 2021-03-27T06:09:19.674, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26039, 1.26039, Passed, Numeric, 5.04590209, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2046, 3.3V Voltage Check, 2021-03-27T06:09:19.683, 2021-03-27T06:09:20.418, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.735757, 0.735757, Passed, Numeric, 3.32317622, AND, LimitPair, N.A, volt, 2.85, 3.45, 
