ID, administrator
name, administrator
ID, 19
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T21:33:52.508
endDateTime, 2021-06-22T21:36:19.680
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 147.173
ModuleTime, 147.173
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
20, Load Bio Rad DLL, 2021-06-22T21:33:52.555, 2021-06-22T21:33:52.556, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0014024, 0.0014024, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
21, Put UUT, 2021-06-22T21:33:52.580, 2021-06-22T21:34:00.208, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 7.62847, 7.62847, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
22, DC Power On, 2021-06-22T21:34:00.217, 2021-06-22T21:34:00.580, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.362855, 0.362855, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
23, AC Power On, 2021-06-22T21:34:00.580, 2021-06-22T21:34:02.352, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.77133, 1.77133, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
24, Find Attached Devices, 2021-06-22T21:34:02.355, 2021-06-22T21:34:37.443, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0871, 35.0871, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
25, 12.8V No Load Test, 2021-06-22T21:34:37.447, 2021-06-22T21:34:39.144, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.69762, Failed, Numeric, 4.38327994, AND, LimitPair, N.A, volt, 12.16, 13.44, 
26, 12.8V Load 30W, 2021-06-22T21:34:39.145, 2021-06-22T21:34:40.703, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.5575, 1.5575, Failed, Numeric, 6.34975774, AND, LimitPair, N.A, volt, 12.16, 13.44, 
27, 5V No Load Test, 2021-06-22T21:34:40.707, 2021-06-22T21:34:41.432, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.72472, 0.72472, Passed, Numeric, 5.09956402, AND, LimitPair, N.A, volt, 4.75, 5.25, 
28, 5V 600mA Load, 2021-06-22T21:34:41.433, 2021-06-22T21:34:42.702, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.269, 1.269, Passed, Numeric, 5.10366023, AND, LimitPair, N.A, volt, 4.75, 5.25, 
29, 3.3V Voltage Check, 2021-06-22T21:34:42.706, 2021-06-22T21:34:43.431, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.725499, 0.725499, Passed, Numeric, 3.3311557, AND, LimitPair, N.A, volt, 2.85, 3.45, 
30, Battery Voltage Check, 2021-06-22T21:34:43.435, 2021-06-22T21:34:44.161, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.725342, 0.725342, Passed, Numeric, 3.2289183, AND, LimitPair, N.A, volt, 2.85, 3.45, 
31, Wait 10, 2021-06-22T21:34:44.162, 2021-06-22T21:34:54.163, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0017, 10.0017, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
32, Remote Command Set, 2021-06-22T21:34:54.164, 2021-06-22T21:36:02.313, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.1493, 68.1493, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
33, Power Off, 2021-06-22T21:36:02.313, 2021-06-22T21:36:04.327, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 2.01408, 2.01408, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
34, DC Power Off, 2021-06-22T21:36:04.328, 2021-06-22T21:36:04.654, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.326722, 0.326722, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
35, Wait 10, 2021-06-22T21:36:04.654, 2021-06-22T21:36:19.655, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0006, 15.0006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
