ID, administrator
name, administrator
ID, 284
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T19:47:04.164
endDateTime, 2021-06-22T19:50:31.445
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 207.281
ModuleTime, 207.281
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
285, Load Bio Rad DLL, 2021-06-22T19:47:04.206, 2021-06-22T19:47:04.207, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011465, 0.0011465, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
286, Put UUT, 2021-06-22T19:47:04.230, 2021-06-22T19:47:06.361, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.13058, 2.13058, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
287, DC Power On, 2021-06-22T19:47:06.368, 2021-06-22T19:47:06.691, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.3227, 0.3227, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
288, AC Power On, 2021-06-22T19:47:06.692, 2021-06-22T19:47:08.616, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.92303, 1.92303, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
289, Find Attached Devices, 2021-06-22T19:47:08.621, 2021-06-22T19:47:23.660, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0386, 15.0386, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
290, 12.8V No Load Test, 2021-06-22T19:47:23.663, 2021-06-22T19:47:25.331, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.66778, Failed, Numeric, 9.77964511, AND, LimitPair, N.A, volt, 12.16, 13.44, 
291, 12.8V Load 30W, 2021-06-22T19:47:25.331, 2021-06-22T19:47:26.649, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.3172, 1.3172, Passed, Numeric, 12.6932397, AND, LimitPair, N.A, volt, 12.16, 13.44, 
292, 5V No Load Test, 2021-06-22T19:47:26.656, 2021-06-22T19:47:27.385, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.728781, 0.728781, Passed, Numeric, 5.08223203, AND, LimitPair, N.A, volt, 4.75, 5.25, 
293, 5V 600mA Load, 2021-06-22T19:47:27.387, 2021-06-22T19:47:28.649, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26172, 1.26172, Passed, Numeric, 5.0746031, AND, LimitPair, N.A, volt, 4.75, 5.25, 
294, 3.3V Voltage Check, 2021-06-22T19:47:28.655, 2021-06-22T19:47:29.429, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.774399, 0.774399, Passed, Numeric, 3.31050602, AND, LimitPair, N.A, volt, 2.85, 3.45, 
295, Battery Voltage Check, 2021-06-22T19:47:29.436, 2021-06-22T19:47:30.177, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.741645, 0.741645, Passed, Numeric, 3.22765282, AND, LimitPair, N.A, volt, 2.85, 3.45, 
296, Wait 10, 2021-06-22T19:47:30.181, 2021-06-22T19:47:40.182, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0008, 10.0008, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
297, Remote Command Set, 2021-06-22T19:47:40.184, 2021-06-22T19:48:48.105, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.9207, 67.9207, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
298, Initialize SRAM and HC12, 2021-06-22T19:48:48.106, 2021-06-22T19:48:57.595, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48929, 9.48929, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
299, I2C Read Write Test, 2021-06-22T19:48:57.601, 2021-06-22T19:49:00.593, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.99204, 2.99204, Passed, Alpha VCC, 5.082996769, N.A, N.A, N.A, N.A, N.A, N.A, 
300, Get VCC Sensor Value, 2021-06-22T19:49:00.594, 2021-06-22T19:49:00.606, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0114664, 0.0114664, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, 
301, Get 15V Sensor Value, 2021-06-22T19:49:00.608, 2021-06-22T19:49:00.619, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0111242, 0.0111242, Passed, Numeric, 13.11084, AND, LimitPair, N.A, volt, 12.16, 13.44, 
302, Get Power Sensor Value, 2021-06-22T19:49:00.621, 2021-06-22T19:49:00.636, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0147565, 0.0147565, Passed, Numeric, 39.456, AND, LimitPair, N.A, volt, 38, 42, 
303, Lid Left Sensor Test, 2021-06-22T19:49:00.637, 2021-06-22T19:49:00.648, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0108665, 0.0108665, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
304, Lid Right Sensor Test, 2021-06-22T19:49:00.650, 2021-06-22T19:49:00.661, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0108686, 0.0108686, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
305, HS Left Sensor Test, 2021-06-22T19:49:00.663, 2021-06-22T19:49:00.674, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0109301, 0.0109301, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
306, HS Right Sensor Test, 2021-06-22T19:49:00.675, 2021-06-22T19:49:00.688, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0122316, 0.0122316, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
