ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-02T20:23:55.960
endDateTime, 2021-03-02T20:24:42.355
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 46.3954
ModuleTime, 46.3954
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-03-02T20:23:56.135, 2021-03-02T20:23:56.243, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.108383, 0.108383, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-03-02T20:23:56.252, 2021-03-02T20:24:00.298, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.04617, 4.04617, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-03-02T20:24:00.306, 2021-03-02T20:24:00.656, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.34984, 0.34984, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-03-02T20:24:00.658, 2021-03-02T20:24:02.252, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.59384, 1.59384, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-03-02T20:24:02.260, 2021-03-02T20:24:19.781, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.5205, 17.5205, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-03-02T20:24:19.788, 2021-03-02T20:24:21.215, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.42725, Failed, Numeric, 7.86905046, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-03-02T20:24:21.219, 2021-03-02T20:24:22.669, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.45003, 1.45003, Failed, Numeric, 6.729929, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-03-02T20:24:22.677, 2021-03-02T20:24:23.395, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.717391, 0.717391, Passed, Numeric, 5.09413325, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-03-02T20:24:23.397, 2021-03-02T20:24:24.670, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.2728, 1.2728, Passed, Numeric, 5.04003426, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-03-02T20:24:24.674, 2021-03-02T20:24:25.380, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.706055, 0.706055, Passed, Numeric, 3.29642522, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2021-03-02T20:24:25.389, 2021-03-02T20:24:26.099, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.709712, 0.709712, Passed, Numeric, 3.1926373, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2021-03-02T20:24:26.102, 2021-03-02T20:24:26.705, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 0.60238, 0.60238, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Power Off, 2021-03-02T20:24:26.705, 2021-03-02T20:24:28.488, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 1.78331, 1.78331, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, DC Power Off, 2021-03-02T20:24:28.488, 2021-03-02T20:24:28.778, ID#:uHxAHNpOc02A2ZVKR0dFLB, Test, Action, Cleanup, 0, 1, 0.289558, 0.289558, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, Wait 10, 2021-03-02T20:24:28.778, 2021-03-02T20:24:42.340, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 13.5621, 13.5621, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
