ID, administrator
name, administrator
ID, 109
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-11-04T16:49:54.164
endDateTime, 2020-11-04T16:53:11.054
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 196.89
ModuleTime, 196.89
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
110, Load Bio Rad DLL, 2020-11-04T16:49:54.226, 2020-11-04T16:49:54.228, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0020782, 0.0020782, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
111, Put UUT, 2020-11-04T16:49:54.263, 2020-11-04T16:49:56.146, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.88369, 1.88369, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
112, DC Power On, 2020-11-04T16:49:56.156, 2020-11-04T16:49:56.497, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.340825, 0.340825, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
113, AC Power On, 2020-11-04T16:49:56.500, 2020-11-04T16:49:58.416, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.91682, 1.91682, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
114, Find Attached Devices, 2020-11-04T16:49:58.424, 2020-11-04T16:50:13.464, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.04, 15.04, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
115, 12.8V No Load Test, 2020-11-04T16:50:13.473, 2020-11-04T16:50:14.857, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.38407, 1.38407, Passed, Numeric, 12.7894256, AND, LimitPair, N.A, volt, 12.16, 13.44, 
116, 12.8V Load 30W, 2020-11-04T16:50:14.860, 2020-11-04T16:50:16.380, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.51973, 1.51973, Passed, Numeric, 12.5655059, AND, LimitPair, N.A, volt, 12.16, 13.44, 
117, 5V No Load Test, 2020-11-04T16:50:16.389, 2020-11-04T16:50:17.195, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.806404, 0.806404, Passed, Numeric, 5.0623353, AND, LimitPair, N.A, volt, 4.75, 5.25, 
118, 5V 600mA Load, 2020-11-04T16:50:17.199, 2020-11-04T16:50:18.380, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.18123, 1.18123, Passed, Numeric, 5.0027923, AND, LimitPair, N.A, volt, 4.75, 5.25, 
119, 3.3V Voltage Check, 2020-11-04T16:50:18.389, 2020-11-04T16:50:19.205, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, true, 12, 0.816505, Failed, Numeric, -0.00601182037, AND, LimitPair, N.A, volt, 2.85, 3.45, 
120, Battery Voltage Check, 2020-11-04T16:50:19.213, 2020-11-04T16:50:20.025, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.812357, 0.812357, Passed, Numeric, 3.2093922, AND, LimitPair, N.A, volt, 2.85, 3.45, 
121, Wait 10, 2020-11-04T16:50:20.028, 2020-11-04T16:50:30.029, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
122, Remote Command Set, 2020-11-04T16:50:30.031, 2020-11-04T16:51:38.127, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.0955, 68.0955, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
123, Initialize SRAM and HC12, 2020-11-04T16:51:38.130, 2020-11-04T16:51:47.625, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.49452, 9.49452, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
124, I2C Read Write Test, 2020-11-04T16:51:47.633, 2020-11-04T16:51:50.724, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.09065, 3.09065, Passed, Alpha VCC, 5.0629745335, N.A, N.A, N.A, N.A, N.A, N.A, 
125, Get VCC Sensor Value, 2020-11-04T16:51:50.727, 2020-11-04T16:51:50.739, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0114514, 0.0114514, Passed, Numeric, 4.99224, AND, LimitPair, N.A, volt, 4.75, 5.25, 
126, Get 15V Sensor Value, 2020-11-04T16:51:50.742, 2020-11-04T16:51:50.754, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0117994, 0.0117994, Passed, Numeric, 13.10136, AND, LimitPair, N.A, volt, 12.16, 13.44, 
127, Get Power Sensor Value, 2020-11-04T16:51:50.757, 2020-11-04T16:51:50.768, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0112929, 0.0112929, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, 
128, Lid Left Sensor Test, 2020-11-04T16:51:50.771, 2020-11-04T16:51:50.783, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0111061, 0.0111061, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
