ID, administrator
name, administrator
ID, 9
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-21T20:02:45.208
endDateTime, 2021-06-21T20:05:10.011
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 144.804
ModuleTime, 144.804
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
10, Load Bio Rad DLL, 2021-06-21T20:02:45.251, 2021-06-21T20:02:45.252, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011916, 0.0011916, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
11, Put UUT, 2021-06-21T20:02:45.277, 2021-06-21T20:02:50.169, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.89168, 4.89168, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
12, DC Power On, 2021-06-21T20:02:50.174, 2021-06-21T20:02:50.473, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.299712, 0.299712, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
13, AC Power On, 2021-06-21T20:02:50.475, 2021-06-21T20:02:52.176, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.7013, 1.7013, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
14, Find Attached Devices, 2021-06-21T20:02:52.183, 2021-06-21T20:03:28.306, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 36.1222, 36.1222, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
15, 12.8V No Load Test, 2021-06-21T20:03:28.312, 2021-06-21T20:03:30.175, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.86263, 1.86263, Passed, Numeric, 12.9056609, AND, LimitPair, N.A, volt, 12.16, 13.44, 
16, 12.8V Load 30W, 2021-06-21T20:03:30.177, 2021-06-21T20:03:31.727, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.55083, 1.55083, Passed, Numeric, 12.6343451, AND, LimitPair, N.A, volt, 12.16, 13.44, 
17, 5V No Load Test, 2021-06-21T20:03:31.734, 2021-06-21T20:03:32.472, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.738214, 0.738214, Passed, Numeric, 5.08604581, AND, LimitPair, N.A, volt, 4.75, 5.25, 
18, 5V 600mA Load, 2021-06-21T20:03:32.474, 2021-06-21T20:03:33.727, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25321, 1.25321, Passed, Numeric, 5.04356552, AND, LimitPair, N.A, volt, 4.75, 5.25, 
19, 3.3V Voltage Check, 2021-06-21T20:03:33.734, 2021-06-21T20:03:34.461, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, true, 12, 0.727402, Failed, Numeric, 2.79989996, AND, LimitPair, N.A, volt, 2.85, 3.45, 
20, Battery Voltage Check, 2021-06-21T20:03:34.468, 2021-06-21T20:03:35.199, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.730742, 0.730742, Passed, Numeric, 3.22630107, AND, LimitPair, N.A, volt, 2.85, 3.45, 
21, Wait 10, 2021-06-21T20:03:35.200, 2021-06-21T20:03:45.201, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0008, 10.0008, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
22, Remote Command Set, 2021-06-21T20:03:45.203, 2021-06-21T20:04:52.720, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.5169, 67.5169, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
23, Power Off, 2021-06-21T20:04:52.720, 2021-06-21T20:04:54.678, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.95824, 1.95824, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
24, DC Power Off, 2021-06-21T20:04:54.678, 2021-06-21T20:04:54.996, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.317963, 0.317963, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
25, Wait 10, 2021-06-21T20:04:54.996, 2021-06-21T20:05:09.996, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0003, 15.0003, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
