ID, administrator
name, administrator
ID, 2543
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-28T03:55:30.213
endDateTime, 2021-07-28T04:01:08.984
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 338.771
ModuleTime, 338.771
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
2544, Load Bio Rad DLL, 2021-07-28T03:55:30.255, 2021-07-28T03:55:30.257, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0015701, 0.0015701, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2545, Put UUT, 2021-07-28T03:55:30.326, 2021-07-28T03:55:31.240, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.913897, 0.913897, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2546, DC Power On, 2021-07-28T03:55:31.246, 2021-07-28T03:55:31.601, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.354436, 0.354436, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2547, AC Power On, 2021-07-28T03:55:31.602, 2021-07-28T03:55:33.543, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.94107, 1.94107, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2548, Find Attached Devices, 2021-07-28T03:55:33.549, 2021-07-28T03:55:51.269, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.7204, 17.7204, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
2549, 12.8V No Load Test, 2021-07-28T03:55:51.276, 2021-07-28T03:55:53.025, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.74943, 1.74943, Passed, Numeric, 12.8878945, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2550, 12.8V Load 30W, 2021-07-28T03:55:53.027, 2021-07-28T03:55:54.183, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.15568, 1.15568, Passed, Numeric, 12.7409211, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2551, 5V No Load Test, 2021-07-28T03:55:54.190, 2021-07-28T03:55:54.937, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.747409, 0.747409, Passed, Numeric, 5.05477221, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2552, 5V 600mA Load, 2021-07-28T03:55:54.939, 2021-07-28T03:55:56.183, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24387, 1.24387, Passed, Numeric, 4.9950835, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2553, 3.3V Voltage Check, 2021-07-28T03:55:56.189, 2021-07-28T03:55:56.922, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.732081, 0.732081, Passed, Numeric, 3.3164045, AND, LimitPair, N.A, volt, 2.85, 3.45, 
