ID, administrator
name, administrator
ID, 3977
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-24T09:44:44.791
endDateTime, 2020-08-24T09:45:33.290
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 48.4997
ModuleTime, 48.4997
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
3978, Load Bio Rad DLL, 2020-08-24T09:44:44.842, 2020-08-24T09:44:44.843, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010789, 0.0010789, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3979, Put UUT, 2020-08-24T09:44:44.879, 2020-08-24T09:44:48.885, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.00568, 4.00568, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3980, DC Power On, 2020-08-24T09:44:48.902, 2020-08-24T09:44:49.225, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.323757, 0.323757, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3981, AC Power On, 2020-08-24T09:44:49.228, 2020-08-24T09:44:51.014, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.78676, 1.78676, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3982, Find Attached Devices, 2020-08-24T09:44:51.018, 2020-08-24T09:45:06.025, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0073, 15.0073, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
3983, 12.8V No Load Test, 2020-08-24T09:45:06.029, 2020-08-24T09:45:07.250, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22084, 1.22084, Passed, Numeric, 12.8351557, AND, LimitPair, N.A, volt, 12.16, 13.44, 
3984, 12.8V Load 30W, 2020-08-24T09:45:07.252, 2020-08-24T09:45:08.788, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.53666, 1.53666, Passed, Numeric, 12.5377811, AND, LimitPair, N.A, volt, 12.16, 13.44, 
3985, 5V No Load Test, 2020-08-24T09:45:08.792, 2020-08-24T09:45:09.505, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.712478, 0.712478, Passed, Numeric, 5.06671549, AND, LimitPair, N.A, volt, 4.75, 5.25, 
3986, 5V 600mA Load, 2020-08-24T09:45:09.506, 2020-08-24T09:45:10.788, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28201, 1.28201, Passed, Numeric, 5.06510232, AND, LimitPair, N.A, volt, 4.75, 5.25, 
3987, 3.3V Voltage Check, 2020-08-24T09:45:10.792, 2020-08-24T09:45:11.505, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.712929, 0.712929, Passed, Numeric, 3.31859979, AND, LimitPair, N.A, volt, 2.85, 3.45, 
3988, Battery Voltage Check, 2020-08-24T09:45:11.508, 2020-08-24T09:45:12.227, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.719808, 0.719808, Passed, Numeric, 3.21149311, AND, LimitPair, N.A, volt, 2.85, 3.45, 
3989, Wait 10, 2020-08-24T09:45:12.229, 2020-08-24T09:45:24.908, ID#:731Py5h0n0O4z4TxEZWZlC, Test, NI_Wait, Main, 0, 15, 12.6793, 12.6793, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3990, Power Off, 2020-08-24T09:45:24.908, 2020-08-24T09:45:26.485, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 1.57622, 1.57622, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3991, DC Power Off, 2020-08-24T09:45:26.485, 2020-08-24T09:45:26.815, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.329792, 0.329792, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3992, Wait 10, 2020-08-24T09:45:26.815, 2020-08-24T09:45:33.281, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 6.46615, 6.46615, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
