ID, administrator
name, administrator
ID, 2344
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-12-11T06:10:31.044
endDateTime, 2021-12-11T06:13:58.946
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 207.902
ModuleTime, 207.902
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
2345, Load Bio Rad DLL, 2021-12-11T06:10:31.081, 2021-12-11T06:10:31.082, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010202, 0.0010202, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2346, Put UUT, 2021-12-11T06:10:31.098, 2021-12-11T06:10:32.632, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.53412, 1.53412, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2347, DC Power On, 2021-12-11T06:10:32.636, 2021-12-11T06:10:32.953, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.31705, 0.31705, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2348, AC Power On, 2021-12-11T06:10:32.958, 2021-12-11T06:10:33.129, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.171263, 0.171263, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2349, Find Attached Devices, 2021-12-11T06:10:33.140, 2021-12-11T06:10:51.512, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 18.3722, 18.3722, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
2350, 12.8V No Load Test, 2021-12-11T06:10:51.523, 2021-12-11T06:10:52.823, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.29955, 1.29955, Passed, Numeric, 12.7786111, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2351, 12.8V Load 30W, 2021-12-11T06:10:52.829, 2021-12-11T06:10:53.978, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.14896, 1.14896, Passed, Numeric, 12.4772806, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2352, 5V No Load Test, 2021-12-11T06:10:53.990, 2021-12-11T06:10:54.725, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.735318, 0.735318, Passed, Numeric, 5.05904818, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2353, 5V 600mA Load, 2021-12-11T06:10:54.731, 2021-12-11T06:10:55.978, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24731, 1.24731, Passed, Numeric, 5.04979751, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2354, 3.3V Voltage Check, 2021-12-11T06:10:55.990, 2021-12-11T06:10:56.726, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.736056, 0.736056, Passed, Numeric, 3.31787507, AND, LimitPair, N.A, volt, 2.85, 3.45, 
2355, Battery Voltage Check, 2021-12-11T06:10:56.737, 2021-12-11T06:10:57.480, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.742463, 0.742463, Passed, Numeric, 3.22708978, AND, LimitPair, N.A, volt, 2.85, 3.45, 
2356, Wait 10, 2021-12-11T06:10:57.485, 2021-12-11T06:11:07.486, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
