ID, administrator
name, administrator
ID, 562
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-09T16:00:17.711
endDateTime, 2020-09-09T16:03:56.625
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 218.914
ModuleTime, 218.914
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
563, Load Bio Rad DLL, 2020-09-09T16:00:17.761, 2020-09-09T16:00:17.762, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0013339, 0.0013339, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
564, Put UUT, 2020-09-09T16:00:17.802, 2020-09-09T16:00:23.551, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 5.74906, 5.74906, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
565, DC Power On, 2020-09-09T16:00:23.569, 2020-09-09T16:00:23.881, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.312586, 0.312586, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
566, AC Power On, 2020-09-09T16:00:23.883, 2020-09-09T16:00:25.756, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.87294, 1.87294, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
567, Find Attached Devices, 2020-09-09T16:00:25.759, 2020-09-09T16:00:40.793, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0335, 15.0335, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
568, 12.8V No Load Test, 2020-09-09T16:00:40.796, 2020-09-09T16:00:42.022, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22535, 1.22535, Passed, Numeric, 12.7897155, AND, LimitPair, N.A, volt, 12.16, 13.44, 
569, 12.8V Load 30W, 2020-09-09T16:00:42.023, 2020-09-09T16:00:43.269, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.24609, 1.24609, Passed, Numeric, 12.5261259, AND, LimitPair, N.A, volt, 12.16, 13.44, 
570, 5V No Load Test, 2020-09-09T16:00:43.274, 2020-09-09T16:00:43.995, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.721633, 0.721633, Passed, Numeric, 5.06641328, AND, LimitPair, N.A, volt, 4.75, 5.25, 
571, 5V 600mA Load, 2020-09-09T16:00:43.997, 2020-09-09T16:00:45.269, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27261, 1.27261, Passed, Numeric, 5.0735084, AND, LimitPair, N.A, volt, 4.75, 5.25, 
572, 3.3V Voltage Check, 2020-09-09T16:00:45.274, 2020-09-09T16:00:45.994, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.719748, 0.719748, Passed, Numeric, 3.31281428, AND, LimitPair, N.A, volt, 2.85, 3.45, 
