ID, administrator
name, administrator
ID, 533
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-24T04:10:53.094
endDateTime, 2020-08-24T04:20:47.940
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 594.846
ModuleTime, 594.846
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
534, Load Bio Rad DLL, 2020-08-24T04:10:53.151, 2020-08-24T04:10:53.152, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011809, 0.0011809, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
535, Put UUT, 2020-08-24T04:10:53.173, 2020-08-24T04:10:55.676, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.50247, 2.50247, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
536, DC Power On, 2020-08-24T04:10:55.692, 2020-08-24T04:10:55.996, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.303463, 0.303463, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
537, AC Power On, 2020-08-24T04:10:55.997, 2020-08-24T04:10:57.512, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.51438, 1.51438, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
538, Find Attached Devices, 2020-08-24T04:10:57.515, 2020-08-24T04:11:32.603, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0872, 35.0872, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
539, 12.8V No Load Test, 2020-08-24T04:11:32.606, 2020-08-24T04:11:33.827, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22028, 1.22028, Passed, Numeric, 12.8059126, AND, LimitPair, N.A, volt, 12.16, 13.44, 
540, 12.8V Load 30W, 2020-08-24T04:11:33.828, 2020-08-24T04:11:35.296, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.46738, 1.46738, Passed, Numeric, 12.5465407, AND, LimitPair, N.A, volt, 12.16, 13.44, 
541, 5V No Load Test, 2020-08-24T04:11:35.300, 2020-08-24T04:11:36.010, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.7108, 0.7108, Passed, Numeric, 5.01032472, AND, LimitPair, N.A, volt, 4.75, 5.25, 
542, 5V 600mA Load, 2020-08-24T04:11:36.012, 2020-08-24T04:11:37.296, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28374, 1.28374, Passed, Numeric, 5.06065812, AND, LimitPair, N.A, volt, 4.75, 5.25, 
543, 3.3V Voltage Check, 2020-08-24T04:11:37.300, 2020-08-24T04:11:38.010, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.710814, 0.710814, Passed, Numeric, 3.30734339, AND, LimitPair, N.A, volt, 2.85, 3.45, 
544, Battery Voltage Check, 2020-08-24T04:11:38.014, 2020-08-24T04:11:38.728, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.714426, 0.714426, Passed, Numeric, 3.21477915, AND, LimitPair, N.A, volt, 2.85, 3.45, 
545, Wait 10, 2020-08-24T04:11:38.730, 2020-08-24T04:11:48.730, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0002, 10.0002, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
546, Remote Command Set, 2020-08-24T04:11:48.732, 2020-08-24T04:12:55.657, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 66.9257, 66.9257, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
547, Initialize SRAM and HC12, 2020-08-24T04:12:55.659, 2020-08-24T04:13:05.140, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.4807, 9.4807, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
548, I2C Read Write Test, 2020-08-24T04:13:05.143, 2020-08-24T04:13:07.990, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.8461, 2.8461, Passed, Alpha VCC, 5.010447021, N.A, N.A, N.A, N.A, N.A, N.A, 
549, Get VCC Sensor Value, 2020-08-24T04:13:07.991, 2020-08-24T04:13:08.001, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0101372, 0.0101372, Passed, Numeric, 4.99224, AND, LimitPair, N.A, volt, 4.75, 5.25, 
550, Get 15V Sensor Value, 2020-08-24T04:13:08.003, 2020-08-24T04:13:08.014, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0112428, 0.0112428, Passed, Numeric, 13.272, AND, LimitPair, N.A, volt, 12.16, 13.44, 
551, Get Power Sensor Value, 2020-08-24T04:13:08.016, 2020-08-24T04:13:08.026, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0099554, 0.0099554, Passed, Numeric, 39.73, AND, LimitPair, N.A, volt, 38, 42, 
552, Lid Left Sensor Test, 2020-08-24T04:13:08.027, 2020-08-24T04:13:08.037, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0096488, 0.0096488, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
553, Lid Right Sensor Test, 2020-08-24T04:13:08.038, 2020-08-24T04:13:08.050, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0118397, 0.0118397, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
554, HS Left Sensor Test, 2020-08-24T04:13:08.051, 2020-08-24T04:13:08.061, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0096638, 0.0096638, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
555, HS Right Sensor Test, 2020-08-24T04:13:08.062, 2020-08-24T04:13:08.073, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0101228, 0.0101228, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
556, Get Amp2 Sensor Value, 2020-08-24T04:13:08.074, 2020-08-24T04:13:08.084, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0101434, 0.0101434, Passed, Numeric, 23.1, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
