ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-12-26T23:13:27.796
endDateTime, 2021-12-26T23:17:37.680
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 249.884
ModuleTime, 249.884
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-12-26T23:13:27.974, 2021-12-26T23:14:01.897, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.9228, 33.9228, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-12-26T23:14:01.904, 2021-12-26T23:14:05.764, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.85969, 3.85969, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-12-26T23:14:05.771, 2021-12-26T23:14:06.110, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.339251, 0.339251, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-12-26T23:14:06.115, 2021-12-26T23:14:06.281, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.165919, 0.165919, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-12-26T23:14:06.291, 2021-12-26T23:14:23.360, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.0691, 17.0691, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-12-26T23:14:23.372, 2021-12-26T23:14:24.647, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.27553, 1.27553, Passed, Numeric, 12.7980045, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-12-26T23:14:24.653, 2021-12-26T23:14:25.813, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.15957, 1.15957, Passed, Numeric, 12.4779511, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-12-26T23:14:25.825, 2021-12-26T23:14:26.584, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.758867, 0.758867, Passed, Numeric, 5.06067292, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-12-26T23:14:26.589, 2021-12-26T23:14:27.813, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.22352, 1.22352, Passed, Numeric, 5.07541898, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-12-26T23:14:27.825, 2021-12-26T23:14:28.567, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.742024, 0.742024, Passed, Numeric, 3.27736452, AND, LimitPair, N.A, volt, 2.85, 3.45, 
